origen,destino,tipo_dia,viajes
06069_AM,41091,laborable,89.81099999999999
13087,41091,laborable,89.704
41053,29067,laborable,89.62899999999999
10195_AM,41091,festivo,89.53699999999999
18122_AM,41091,festivo,89.354
18916,29067,laborable,89.274
18145,41091,laborable,89.045
41095,29067,festivo,88.927
18127,41091,laborable,88.744
38023,29067,laborable,88.73400000000001
41014,29067,festivo,88.527
10195_AM,41091,laborable,88.42
41060,29067,festivo,88.171
06054,41091,festivo,87.592
50297,29067,festivo,87.55
14066,41091,laborable,87.48
35026,41091,laborable,87.34
18059,41091,laborable,87.002
11041,29067,laborable,86.992
18171_AM,29067,festivo,86.837
18057,29067,laborable,86.546
23003,29067,laborable,86.376
04101,29067,festivo,86.34
18017,41091,laborable,86.136
04102,29067,festivo,86.072
06012_AM,41091,laborable,85.937
FR106,41091,festivo,85.91
29068,41091,laborable,85.36
28074,29067,laborable,85.244
28092,29067,laborable,84.804
28074,41091,laborable,84.37
28058,41091,laborable,84.295
41046_AM,29067,festivo,84.224
23011_AM,29067,laborable,83.993
FRK21,29067,laborable,83.881
30003,29067,laborable,83.57900000000001
23094_AM,41091,laborable,83.356
04903,29067,laborable,83.318
14039_AM,29067,laborable,83.256
FR108,29067,festivo,83.143
23061_AM,29067,laborable,82.931
11032,29067,festivo,82.79599999999999
14069,41091,laborable,82.668
18136_AM,29067,laborable,82.587
14022_AM,29067,laborable,81.953
FR103,29067,laborable,81.746
30016,29067,laborable,81.632
23087,41091,laborable,81.619
29039,41091,laborable,81.203
41014,41091,festivo,81.128
06083,29067,laborable,81.083
06036_AM,41091,laborable,80.883
23094_AM,29067,laborable,80.50399999999999
14007_AM,41091,festivo,80.47
18135_AM,29067,laborable,80.366
FRI13,29067,laborable,80.14
23061_AM,41091,laborable,79.83
18175,41091,festivo,79.768
21005,29067,festivo,79.716
11021,29067,festivo,79.432
FRE11,29067,festivo,79.34
14022_AM,29067,festivo,79.262
11039,29067,laborable,79.075
18105,29067,laborable,78.839
14040,41091,festivo,78.739
28058,41091,festivo,78.59
18011,29067,laborable,78.358
23060,41091,festivo,78.24
28130,41091,laborable,78.116
14058,41091,festivo,77.946
41090,29067,festivo,77.899
06016_AM,41091,laborable,77.886
29072,41091,laborable,77.854
18905,41091,festivo,77.834
18048,29067,laborable,77.41
28006,29067,laborable,77.335
18133,29067,laborable,77.24
38038,29067,laborable,77.091
06113_AM,41091,festivo,76.863
18089,29067,festivo,76.827
14058,41091,laborable,76.423
18903_AM,29067,laborable,76.194
29007,41091,festivo,75.417
52001,41091,laborable,75.31099999999999
14019,29067,festivo,75.106
11034,41091,laborable,75.097
06095,41091,laborable,75.014
18101,41091,laborable,74.995
18006,29067,laborable,74.917
11011_AM,29067,laborable,74.61500000000001
30024,29067,laborable,74.42399999999999
18099_AM,29067,laborable,74.014
14043_AM,41091,festivo,73.662
18150,29067,festivo,73.486
45168,41091,laborable,73.48400000000001
04066,29067,festivo,73.373
28161,41091,festivo,73.32
04101,29067,laborable,73.29599999999999
11005_AM,29067,festivo,73.273
04053,29067,laborable,73.26899999999999
15030,41091,laborable,73.212
FRC14,29067,festivo,73.071
18089,41091,laborable,73.009
28161,29067,laborable,72.858
08169,41091,festivo,72.356
41069,29067,laborable,72.112
18193,41091,festivo,71.987
33044,41091,laborable,71.665
06108,41091,festivo,71.57
06095,41091,festivo,71.382
15078,29067,laborable,71.377
41072,29067,festivo,71.23
18127,41091,festivo,71.047
29088,41091,festivo,70.534
14060_AM,41091,festivo,70.527
14002,41091,festivo,70.525
06070_AM,41091,festivo,70.33
29042,41091,laborable,70.08
41021,29067,laborable,69.924
11023,41091,festivo,69.883
41034,29067,laborable,69.839
18116_AM,29067,laborable,69.593
18140,41091,festivo,69.55799999999999
18047,29067,festivo,69.493
14049,29067,laborable,69.42
14050,41091,laborable,69.336
41062,41091,festivo,69.246
07026,41091,laborable,69.114
FRG01,41091,festivo,68.845
14040,29067,laborable,68.711
29017,41091,laborable,68.564
14045_AM,29067,festivo,68.506
FRH03,29067,laborable,68.229
13077,29067,laborable,68.112
28049,41091,laborable,67.748
14057,41091,festivo,67.716
14005_AM,29067,laborable,67.659
externo,41091,festivo,67.616
13077,41091,laborable,67.344
13098_AM,41091,laborable,66.95400000000001
14019,41091,festivo,66.939
28113,41091,laborable,66.844
11903,29067,laborable,66.839
08015,41091,laborable,66.594
14046,29067,laborable,66.537
06067_AM,41091,festivo,66.481
23002,41091,laborable,66.417
FRK28,29067,festivo,66.326
41017,29067,laborable,66.211
28058,29067,laborable,65.969
14060_AM,29067,laborable,65.914
23003,41091,laborable,65.487
21073,41091,laborable,65.355
18149_AM,29067,festivo,65.226
28092,41091,laborable,64.917
06002,41091,laborable,64.913
46159,41091,laborable,64.708
07054,41091,laborable,64.133
18119_AM,29067,festivo,63.955999999999996
03065,29067,laborable,63.777
47186,41091,festivo,63.705999999999996
18023,29067,festivo,63.69
06022,41091,laborable,63.636
28013,41091,laborable,63.539
45168,29067,festivo,63.425
06060_AM,41091,festivo,63.347
07026,29067,laborable,63.161
11038,29067,festivo,63.147
48020,29067,festivo,62.985
38017,41091,laborable,62.863
13053_AM,29067,laborable,62.525
06113_AM,41091,laborable,62.31
FRB04,29067,laborable,62.306
18175,41091,laborable,62.269999999999996
28106,41091,laborable,61.995
28127,41091,festivo,61.729
14066,41091,festivo,61.446
29091,41091,laborable,61.406
35016,29067,festivo,61.184999999999995
04102,41091,laborable,61.1
07031,41091,laborable,61.052
23087,29067,laborable,61.028
28148,29067,laborable,60.996
06103,41091,laborable,60.917
11902_AM,41091,festivo,60.693
18093,29067,festivo,60.601
06025,41091,laborable,60.548
FRL04,41091,festivo,60.510000000000005
FRL06,29067,festivo,60.501000000000005
18036,29067,laborable,60.474000000000004
23086_AM,41091,laborable,60.403999999999996
23009,29067,festivo,60.263
14004_AM,29067,laborable,60.141999999999996
18057,29067,festivo,60.133
30027,29067,laborable,60.101
23059,41091,laborable,60.03
28007,29067,laborable,59.943
11002,41091,laborable,59.886
03065,41091,festivo,59.634
23058,41091,laborable,59.609
14066,29067,laborable,59.561
46214_AM,41091,laborable,59.487
18050_AM,29067,laborable,59.464
06044_AM,29067,laborable,59.401
02003,29067,laborable,59.372
28903,29067,laborable,59.359
11014,29067,festivo,59.26
28007,41091,laborable,59.124
23003,29067,festivo,59.044000000000004
08200,41091,laborable,58.83
11010,29067,laborable,58.782000000000004
04100,29067,laborable,58.778999999999996
06036_AM,41091,festivo,58.641999999999996
14001,29067,laborable,58.624
10037,29067,laborable,58.614
12040,29067,laborable,58.473
28049,29067,laborable,58.431999999999995
06117_AM,41091,laborable,58.383
29008,41091,laborable,58.348
29032,41091,festivo,58.318000000000005
47186,29067,laborable,58.292
06121,41091,laborable,58.26
43043_AM,41091,laborable,58.245000000000005
14022_AM,41091,laborable,57.953
28113,29067,laborable,57.784
18014_AM,41091,laborable,57.468
29089_AM,41091,laborable,57.315000000000005
04035,29067,laborable,57.311
37274,41091,festivo,57.257999999999996
30030,29067,festivo,57.152
23010,29067,festivo,56.935
18135_AM,29067,festivo,56.887
29046,29067,festivo,56.727000000000004
46214_AM,29067,laborable,56.501
23060,41091,laborable,56.396
23058,29067,laborable,56.378
06039_AM,41091,laborable,56.354
21058_AM,41091,festivo,56.348
38038,41091,festivo,56.326
41061,41091,festivo,56.307
29018_AM,41091,laborable,56.185
11026_AM,29067,laborable,56.084
PT186,41091,festivo,56.054
FRC21,29067,laborable,55.908
41058,29067,laborable,55.870000000000005
41076_AM,29067,festivo,55.782
41061,29067,laborable,55.721
21044,29067,laborable,55.637
14026_AM,41091,festivo,55.519999999999996
25120,41091,laborable,55.376999999999995
35004,41091,laborable,55.217999999999996
14049,29067,festivo,55.217999999999996
13053_AM,41091,laborable,55.21
04047_AM,29067,laborable,55.108
23087,41091,festivo,55.027
18100,41091,laborable,55.012
FRG04,29067,laborable,54.997
FRJ13,41091,laborable,54.861
08187,41091,laborable,54.726
18907_AM,29067,festivo,54.64
18061_AM,29067,festivo,54.489999999999995
11007,29067,festivo,54.352000000000004
07011,41091,laborable,54.334
01059,29067,laborable,54.203
FRL05,29067,festivo,54.122
23019_AM,29067,laborable,54.117999999999995
04079,41091,festivo,54.082
18147,29067,laborable,54.036
12040,41091,laborable,53.971999999999994
45168,29067,laborable,53.922
08279,41091,laborable,53.839999999999996
30024,41091,laborable,53.787
25120,29067,laborable,53.59
FRE22,29067,laborable,53.589999999999996
41086,29067,laborable,53.532
11901,41091,festivo,53.375
28134,41091,laborable,53.326
41061,29067,festivo,53.307
18162_AM,29067,festivo,53.235
04052,41091,laborable,53.233000000000004
14035,41091,laborable,53.175
18100,41091,festivo,53.056
14057,29067,festivo,53.003
18011,29067,festivo,52.968
18093,29067,laborable,52.919
28130,29067,laborable,52.905
14019,41091,laborable,52.803
29023,41091,laborable,52.643
02003,41091,festivo,52.628
29017,41091,festivo,52.615
FRJ12,41091,festivo,52.533
14039_AM,41091,laborable,52.479
24089,41091,laborable,52.407000000000004
14065_AM,41091,laborable,52.079
14035,29067,laborable,51.73
11025,41091,laborable,51.719
14023_AM,41091,laborable,51.62
04029,29067,laborable,51.427
23059,41091,festivo,51.294
23011_AM,41091,laborable,51.113
08101,29067,laborable,51.105
18158,29067,festivo,51.049
FRK23,29067,festivo,50.889
14010,41091,laborable,50.794
33044,29067,laborable,50.581
45165,41091,laborable,50.544
10148,41091,festivo,50.434
06135_AM,41091,laborable,49.895
23044_AM,29067,laborable,49.878
18036,29067,festivo,49.735
10116_AM,41091,laborable,49.699000000000005
49275,41091,laborable,49.573
11030,29067,laborable,49.565
29028_AM,41091,laborable,49.355
29008,41091,festivo,49.036
28123,41091,laborable,49.036
18056,29067,laborable,48.976
15030,29067,laborable,48.846
30030,41091,festivo,48.779
13005,41091,laborable,48.76
35026,29067,laborable,48.695
11039,29067,festivo,48.464
18102_AM,41091,festivo,48.217
FRI12,29067,festivo,48.208
15078,41091,festivo,48.038
FRB06,41091,festivo,48.019
18017,41091,festivo,47.964
14025,29067,festivo,47.908
29089_AM,41091,festivo,47.64
18099_AM,41091,festivo,47.575
48020,41091,festivo,47.379999999999995
41040,29067,festivo,47.205
14027,41091,festivo,47.096000000000004
11023,29067,festivo,46.921
41081,29067,festivo,46.903999999999996
06025,41091,festivo,46.833
23087,29067,festivo,46.813
14027,29067,festivo,46.794
14026_AM,29067,laborable,46.754
13039,41091,laborable,46.712
46190,41091,laborable,46.623
18162_AM,29067,laborable,46.482
06016_AM,41091,festivo,46.47
PT186,41091,laborable,46.432
41079,29067,laborable,46.266
08073,41091,laborable,46.218
28022,29067,laborable,46.19
FRK27,29067,laborable,46.142
18194,29067,laborable,46.07
18027_AM,29067,laborable,45.989000000000004
18138,29067,festivo,45.889
43148,41091,laborable,45.814
38001,41091,laborable,45.802
18003,41091,festivo,45.756
29020_AM,41091,laborable,45.746
41040,29067,laborable,45.713
29038,41091,festivo,45.581
06109,41091,laborable,45.573
04029,29067,festivo,45.511
51001,41091,festivo,45.413
45168,41091,festivo,45.324
PT184,41091,laborable,45.247
29042,41091,festivo,45.226
28123,29067,laborable,45.223
21073,41091,festivo,45.196
14053,29067,laborable,45.086
28022,41091,festivo,44.887
37274,29067,laborable,44.79
35018,41091,laborable,44.655
10096_AM,41091,laborable,44.367
41056,29067,laborable,44.292
23018,29067,laborable,44.267
06054,41091,laborable,44.245
41077,29067,laborable,44.188
FRF11,29067,festivo,44.172
18071_AM,29067,festivo,43.988
23039,29067,festivo,43.965
PT111,41091,laborable,43.706
13071,41091,festivo,43.668
30027,41091,laborable,43.653
11023,29067,laborable,43.512
11028,29067,festivo,43.5
23038,29067,laborable,43.381
08015,29067,laborable,43.38
18158,41091,laborable,43.174
14053,29067,festivo,43.07
35034,41091,laborable,43.001
11001,29067,laborable,42.766
35019,41091,laborable,42.749
38006,41091,laborable,42.712
23067,29067,laborable,42.662
10010_AM,41091,festivo,42.641999999999996
23039,41091,festivo,42.585
41047,29067,laborable,42.561
18099_AM,29067,festivo,42.558
18157_AM,29067,festivo,42.469
06162,41091,laborable,42.461
06094_AM,41091,laborable,42.427
06126_AM,41091,laborable,42.391
14017,29067,festivo,42.383
06160_AM,41091,laborable,42.369
23069_AM,41091,laborable,42.303
11006,29067,festivo,42.104
28072,41091,laborable,42.053
14018,41091,laborable,42.032
29041,41091,laborable,42.03
41093,29067,festivo,41.984
29075,41091,laborable,41.861
23051,29067,laborable,41.81
06087_AM,41091,laborable,41.662
11002,41091,festivo,41.641
41102,29067,laborable,41.577
23018,29067,festivo,41.496
10121,41091,festivo,41.452
18102_AM,41091,laborable,41.401
13023,29067,laborable,41.397
14040,41091,laborable,41.359
26089,41091,laborable,41.359
06093_AM,41091,laborable,41.255
28058,29067,festivo,41.189
18023,41091,laborable,40.991
30008,29067,laborable,40.974000000000004
FRF31,29067,festivo,40.856
07036,41091,laborable,40.827999999999996
18111,29067,laborable,40.539
10131,41091,laborable,40.372
06121,41091,festivo,39.966
18062,41091,festivo,39.866
04070_AM,29067,laborable,39.778999999999996
23094_AM,29067,festivo,39.771
18115,29067,festivo,39.75
41021,29067,festivo,39.722
11021,41091,laborable,39.716
06093_AM,41091,festivo,39.69
14029_AM,29067,laborable,39.685
04074,29067,festivo,39.613
08279,29067,laborable,39.591
41011,29067,festivo,39.485
23097_AM,29067,laborable,39.399
45165,41091,festivo,39.226
14024_AM,41091,laborable,39.223
10019_AM,41091,laborable,39.146
47186,29067,festivo,39.117
13082,29067,laborable,39.109
23088,29067,laborable,39.055
08260,41091,laborable,38.971000000000004
28022,41091,laborable,38.948
06005_AM,41091,laborable,38.943
28009,41091,laborable,38.803000000000004
14012,41091,laborable,38.787
07054,29067,laborable,38.761
14052,29067,laborable,38.694
23024,41091,festivo,38.591
07033,41091,laborable,38.58
11901,29067,laborable,38.453
28005,29067,festivo,38.386
14005_AM,29067,festivo,38.244
35006,41091,laborable,38.239000000000004
14073,41091,laborable,38.232
18088_AM,29067,laborable,38.231
41065_AM,29067,festivo,38.068
14043_AM,29067,festivo,37.981
11013,41091,laborable,37.874
23012_AM,41091,laborable,37.81399999999999
18153,41091,festivo,37.767
28013,29067,laborable,37.753
FRL04,41091,laborable,37.678
18061_AM,41091,laborable,37.678
18101,41091,festivo,37.660000000000004
18029_AM,29067,festivo,37.639
06155_AM,41091,laborable,37.636
45081,41091,laborable,37.555
04044_AM,29067,laborable,37.542
06014,29067,laborable,37.498
08169,29067,festivo,37.492
FRH03,41091,laborable,37.394
03133,29067,laborable,37.336
12135,41091,laborable,37.269
35017,41091,laborable,37.227
18089,41091,festivo,37.173
04024,29067,laborable,37.093
21046,41091,festivo,37.083
28045,41091,laborable,37.048
14045_AM,41091,festivo,36.947
23010,41091,festivo,36.888
13087,41091,festivo,36.798
23028,29067,laborable,36.741
13034,29067,festivo,36.639
03014,29067,festivo,36.617
14060_AM,29067,festivo,36.49
18029_AM,29067,laborable,36.42
14069,41091,festivo,36.407000000000004
23012_AM,29067,festivo,36.407
33024,29067,laborable,36.394999999999996
20069,29067,laborable,36.309
21063,41091,festivo,36.249
29091,41091,festivo,36.21
28148,29067,festivo,36.192
28007,41091,festivo,36.106
FRL02,29067,festivo,36.094
11016,29067,laborable,36.06
PT112,41091,festivo,36.028
14023_AM,29067,laborable,36.011
19130,29067,laborable,36.003
40194,29067,festivo,35.976
28123,29067,festivo,35.95
18066,29067,laborable,35.907
32054,41091,laborable,35.897
08211,41091,laborable,35.851
14029_AM,41091,laborable,35.772
14030_AM,29067,laborable,35.715
14067,29067,laborable,35.668
18108_AM,29067,laborable,35.667
46190,29067,laborable,35.637
29056_AM,41091,festivo,35.636
28005,41091,festivo,35.606
31201,41091,laborable,35.585
10087_AM,41091,festivo,35.467
10049_AM,41091,laborable,35.437
28074,29067,festivo,35.366
18148_AM,29067,festivo,35.308
23073_AM,29067,laborable,35.21
29031_AM,41091,festivo,35.191
18095,29067,laborable,35.187
41085,29067,laborable,35.182
06059_AM,41091,festivo,35.14
38031,41091,laborable,35.126
04038,29067,laborable,34.969
23086_AM,41091,festivo,34.968
28092,41091,festivo,34.846
18147,41091,laborable,34.802
29075,41091,festivo,34.775
29012,41091,festivo,34.682
18184_AM,29067,festivo,34.601
41042,29067,laborable,34.571
29031_AM,41091,laborable,34.521
41020,29067,laborable,34.506
28134,29067,laborable,34.442
07046,29067,laborable,34.306
06028,41091,festivo,34.229
30024,41091,festivo,34.071
11001,29067,festivo,34.028999999999996
23028,41091,festivo,33.852000000000004
23903_AM,41091,laborable,33.852000000000004
30016,41091,festivo,33.759
23028,29067,festivo,33.68
07003,41091,laborable,33.580999999999996
18911,41091,festivo,33.518
38001,29067,laborable,33.517
FRH02,41091,laborable,33.481
40194,41091,laborable,33.477000000000004
29045,41091,festivo,33.472
46102,29067,laborable,33.469
04006,29067,laborable,33.417
46102,41091,laborable,33.376
35002,41091,laborable,33.321
41049,29067,laborable,33.225
35004,29067,laborable,33.224000000000004
11041,29067,festivo,33.025
29041,41091,festivo,32.991
23053,41091,laborable,32.971000000000004
06143,41091,laborable,32.858
41089,29067,laborable,32.74
18062,41091,laborable,32.729
41059,29067,festivo,32.637
45123,29067,laborable,32.634
21042,29067,laborable,32.616
07048,41091,laborable,32.544
21050,29067,laborable,32.47
41069,29067,festivo,32.469
08301,41091,laborable,32.459
34120,41091,laborable,32.447
04057_AM,29067,laborable,32.429
30005,29067,laborable,32.405
18048,29067,festivo,32.197
41096,29067,laborable,32.186
04074,29067,laborable,32.132999999999996
20036,41091,laborable,32.107
04016,29067,laborable,32.077
04069,29067,laborable,31.983
14054,29067,festivo,31.975
08205,29067,laborable,31.935
14069,29067,laborable,31.934
28127,29067,laborable,31.897
52001,41091,festivo,31.85
28080,41091,laborable,31.794
FRB04,41091,laborable,31.682000000000002
06162,41091,festivo,31.627
41010,29067,laborable,31.602
14052,41091,festivo,31.528
04100,29067,festivo,31.456999999999997
06072,41091,laborable,31.32
09059,41091,laborable,31.308999999999997
07054,29067,festivo,31.186999999999998
28115,29067,laborable,31.157
41029,29067,laborable,31.112
10049_AM,41091,festivo,31.101
35026,41091,festivo,30.954
18145,41091,festivo,30.841
18063_AM,29067,laborable,30.815
25120,41091,festivo,30.797
28903,41091,laborable,30.762
48013,41091,laborable,30.735
06059_AM,41091,laborable,30.688
03014,41091,festivo,30.646
18149_AM,41091,festivo,30.638
04102,41091,festivo,30.477
14052,29067,festivo,30.459
FRB01,29067,laborable,30.389000000000003
14009,29067,laborable,30.375
18084,41091,laborable,30.351999999999997
03099,29067,laborable,30.351
07046,41091,laborable,30.318
28080,29067,laborable,30.307
23088,41091,laborable,30.172
30024,29067,festivo,30.139000000000003
30033,29067,laborable,30.136
FRE22,41091,festivo,30.122
18079,41091,laborable,30.096
06117_AM,41091,festivo,30.041
13034,41091,festivo,29.988999999999997
23069_AM,29067,laborable,29.894000000000002
39052,41091,laborable,29.887999999999998
18011,41091,laborable,29.884
28065,41091,festivo,29.87
21021,29067,laborable,29.845
PT16D,29067,laborable,29.824
13005,41091,festivo,29.801000000000002
23038,41091,laborable,29.751
14001,29067,festivo,29.688000000000002
10010_AM,41091,laborable,29.685
17023,41091,laborable,29.667
14014,41091,laborable,29.631
39075,29067,laborable,29.592
30039_AM,41091,laborable,29.564
10067,41091,laborable,29.55
38006,29067,laborable,29.549
23007_AM,29067,laborable,29.489
15030,29067,festivo,29.382
08270,41091,laborable,29.365000000000002
18084,41091,festivo,29.285
23006,41091,laborable,29.221
FRB04,41091,festivo,29.155
28014,41091,laborable,29.149
18108_AM,41091,laborable,29.148
29096,41091,laborable,29.082
13056,41091,laborable,29.064
18907_AM,29067,laborable,28.985999999999997
23059,29067,laborable,28.902
14029_AM,41091,festivo,28.892
47010,41091,laborable,28.865000000000002
04050_AM,29067,laborable,28.834
13098_AM,29067,laborable,28.71
09059,29067,laborable,28.629
18132,29067,laborable,28.604
28106,41091,festivo,28.551000000000002
28181,41091,laborable,28.541
10186_AM,41091,laborable,28.506999999999998
23093_AM,41091,festivo,28.378
30022,41091,laborable,28.306
14041,41091,laborable,28.295
38046,29067,laborable,28.288999999999998
18014_AM,41091,festivo,28.285
28115,41091,festivo,28.252000000000002
07011,41091,festivo,28.245
19058_AM,29067,laborable,28.212
30016,29067,festivo,28.204
29097,41091,laborable,28.160000000000004
14067,41091,festivo,28.12
06058_AM,41091,laborable,28.096
21005,29067,laborable,28.051000000000002
08096,41091,laborable,27.987000000000002
08221,41091,laborable,27.884999999999998
08252,41091,laborable,27.808999999999997
18158,41091,festivo,27.799
06006,41091,laborable,27.747
21055,29067,laborable,27.725
07036,29067,laborable,27.653
05019,41091,laborable,27.65
08245,29067,laborable,27.609
36038,41091,laborable,27.606
19046,29067,laborable,27.499000000000002
06127,41091,festivo,27.496
23093_AM,29067,festivo,27.404
30015,29067,laborable,27.403
33066,41091,laborable,27.397
PT184,41091,festivo,27.389
18057,41091,laborable,27.371
23026,29067,laborable,27.353
23040_AM,41091,laborable,27.341
23002,41091,festivo,27.26
PT186,29067,festivo,27.241
FRI15,29067,laborable,27.165
04064,29067,laborable,27.12
13071,29067,festivo,27.078
FRJ15,29067,laborable,27.049
18071_AM,41091,festivo,27.046
23014,29067,laborable,27.034
11030,29067,festivo,27.029
15030,41091,festivo,27.028000000000002
08205,41091,festivo,27.023
10175_AM,41091,laborable,27.019
14023_AM,41091,festivo,26.983999999999998
38028,41091,laborable,26.962
10089_AM,41091,laborable,26.961000000000002
07055,41091,laborable,26.917
41033_AM,29067,laborable,26.869
06023,41091,laborable,26.841
13082,41091,laborable,26.811999999999998
18059,41091,festivo,26.74
13098_AM,41091,festivo,26.654
41092,29067,laborable,26.591
38043,41091,laborable,26.573
06058_AM,41091,festivo,26.549
23066,29067,festivo,26.485
14046,29067,festivo,26.471
36057,29067,laborable,26.384999999999998
36057,41091,festivo,26.363
41024,29067,festivo,26.331
04052,41091,festivo,26.218
18116_AM,41091,festivo,26.116999999999997
18039,29067,laborable,26.080000000000002
18022,41091,festivo,26.051000000000002
04099,29067,laborable,26.006
07033,29067,laborable,25.997
13011,29067,laborable,25.951999999999998
28045,41091,festivo,25.936999999999998
04062_AM,41091,laborable,25.854000000000003
21010,29067,laborable,25.634999999999998
FRJ15,41091,laborable,25.596
18152_AM,29067,laborable,25.586
15012,41091,laborable,25.564
04903,29067,festivo,25.509
38023,29067,festivo,25.483
41071,29067,laborable,25.451999999999998
29059,41091,laborable,25.451999999999998
37046_AM,41091,laborable,25.422
18047,41091,laborable,25.402
23093_AM,29067,laborable,25.395
23019_AM,29067,festivo,25.355
23006,29067,laborable,25.276
15036,41091,festivo,25.229
28096,29067,laborable,25.206000000000003
23095,29067,laborable,25.193
FRD21,29067,laborable,25.166
18133,29067,festivo,25.148
41084,29067,festivo,25.142
48904_AM,41091,laborable,25.13
35017,41091,festivo,25.123
35022,41091,laborable,25.112
23094_AM,41091,festivo,25.101
08187,29067,laborable,25.085
20076,29067,festivo,25.079
08056,29067,laborable,25.07
14025,29067,laborable,25.023
38046,41091,festivo,24.985
48901,29067,laborable,24.956
46244,41091,laborable,24.954
33024,41091,festivo,24.941
33004,41091,laborable,24.894
41045,29067,festivo,24.838
18903_AM,41091,festivo,24.795
02081,41091,laborable,24.738
23080_AM,41091,laborable,24.725
48044,41091,laborable,24.698
41017,29067,festivo,24.616
23024,29067,festivo,24.606
23019_AM,41091,laborable,24.6
18006,29067,festivo,24.564999999999998
FRF21,41091,laborable,24.558999999999997
23003,41091,festivo,24.546
28049,29067,festivo,24.541999999999998
23058,29067,festivo,24.516
11010,29067,festivo,24.5
04035,41091,laborable,24.476
28104,29067,festivo,24.423
18115,41091,festivo,24.364
41028,29067,laborable,24.352
13097_AM,29067,laborable,24.346
28104,41091,laborable,24.311999999999998
19130,41091,laborable,24.19
45161,29067,laborable,24.177
06155_AM,41091,festivo,24.15
41077,29067,festivo,24.12
28104,29067,laborable,24.034
29001,41091,laborable,24.027
18905,41091,laborable,24.011
23904,29067,laborable,23.958
PT186,29067,laborable,23.942
08056,41091,laborable,23.881
18173,41091,laborable,23.809
14014,29067,laborable,23.806
08125,41091,laborable,23.792
23009,41091,festivo,23.791
06087_AM,41091,festivo,23.747
38011,41091,festivo,23.72
41084,29067,laborable,23.68
39016,41091,laborable,23.656000000000002
45125,41091,laborable,23.544
29086_AM,41091,laborable,23.462
18036,41091,laborable,23.459
07011,29067,laborable,23.436
FRE12,29067,festivo,23.381999999999998
13005,29067,laborable,23.377000000000002
04075,29067,laborable,23.365000000000002
14025,41091,laborable,23.364
29076_AM,41091,laborable,23.339
13082,41091,festivo,23.326
14050,41091,festivo,23.323
14026_AM,29067,festivo,23.258
03031,41091,laborable,23.196
37354,41091,laborable,23.173000000000002
41080_AM,29067,festivo,23.161
43163,41091,laborable,23.14
41044,29067,laborable,23.12
18111,29067,festivo,23.065
23074_AM,29067,laborable,23.048
45121_AM,41091,laborable,22.989
08270,41091,festivo,22.936
23045_AM,41091,laborable,22.927
28074,41091,festivo,22.912
35021,41091,laborable,22.886
23069_AM,41091,festivo,22.882
38017,41091,festivo,22.82
18084,29067,festivo,22.806
26089,29067,laborable,22.786
04088_AM,29067,festivo,22.779
29080,41091,laborable,22.755000000000003
35024,41091,laborable,22.746
23096,41091,laborable,22.733
PT16I,41091,laborable,22.709
29095_AM,41091,festivo,22.708
18138,41091,laborable,22.687
46029,41091,laborable,22.683
38036_AM,29067,laborable,22.625
18916,29067,festivo,22.583000000000002
23058,41091,festivo,22.536
23059,29067,festivo,22.526
38035_AM,41091,laborable,22.465
03063,41091,laborable,22.459000000000003
14036,29067,laborable,22.421999999999997
14012,29067,laborable,22.403
09219,41091,laborable,22.362000000000002
06015,29067,festivo,22.271
22125,41091,laborable,22.238
41016,29067,laborable,22.079
14022_AM,41091,festivo,22.064
04049,41091,laborable,21.981
23061_AM,29067,festivo,21.971
13039,29067,laborable,21.898
39075,29067,festivo,21.895
13087,29067,festivo,21.805
23015_AM,29067,laborable,21.781
FRK23,29067,laborable,21.779
35019,41091,festivo,21.68
04038,29067,festivo,21.678
06143,41091,festivo,21.588
28096,41091,laborable,21.581
45121_AM,29067,laborable,21.561
18149_AM,41091,laborable,21.533
08089,41091,laborable,21.518
28045,29067,laborable,21.49
06022,41091,festivo,21.47
38046,41091,laborable,21.415999999999997
35011,41091,laborable,21.331
18133,41091,laborable,21.308
06028,41091,laborable,21.269
07048,29067,laborable,21.239
35022,29067,laborable,21.212
38028,29067,laborable,21.183999999999997
11903,41091,laborable,21.124000000000002
35018,41091,festivo,21.092
04100,41091,laborable,21.058
18099_AM,41091,laborable,21.055
41044,29067,festivo,21.031000000000002
14066,29067,festivo,21.003
18132,41091,festivo,20.989
FRK24,29067,festivo,20.969
10146_AM,41091,laborable,20.918
FRK28,41091,festivo,20.891
11026_AM,29067,festivo,20.83
41018,29067,laborable,20.814
04032,29067,laborable,20.797
45059_AM,29067,laborable,20.796
28009,29067,laborable,20.772000000000002
29018_AM,41091,festivo,20.769000000000002
37274,29067,festivo,20.727999999999998
08121,29067,laborable,20.667
41018,29067,festivo,20.654
29005,41091,laborable,20.641
31086,41091,laborable,20.622
07022,29067,festivo,20.615000000000002
21013,29067,festivo,20.556
06011,29067,laborable,20.531
11029,29067,laborable,20.483
13028_AM,41091,laborable,20.479
48904_AM,29067,festivo,20.463
10020_AM,41091,laborable,20.445
48013,29067,laborable,20.43
14070_AM,41091,laborable,20.417
33044,29067,festivo,20.398
18027_AM,41091,laborable,20.361
24115,29067,laborable,20.264000000000003
45087,29067,festivo,20.226
29053,41091,festivo,20.205
41094,29067,festivo,20.133000000000003
41022,29067,laborable,20.085
48040_AM,29067,laborable,20.076
41075,29067,laborable,20.061
27028,41091,laborable,20.049999999999997
